,idade,dias_semana,horas_semana,grupo_estudos,ic,trabalho_TI,periodo_trabalho,media_final
364,35.0,3.0,18.0,0.0,0.0,0.0,0.0,4.34944856162149
365,32.0,4.0,10.0,1.0,0.0,1.0,1.0,5.307806908906602
366,37.0,4.0,13.0,0.0,1.0,0.0,1.0,3.7444236469140453
367,31.0,3.0,19.0,1.0,0.0,0.0,1.0,5.742824552331472
368,36.0,1.0,11.0,0.0,1.0,1.0,1.0,3.7997146128223944
369,25.0,3.0,18.0,1.0,1.0,1.0,0.0,5.92413439382639
370,29.0,4.0,18.0,0.0,1.0,0.0,1.0,6.422548304144734
371,33.0,3.0,16.0,0.0,1.0,1.0,1.0,5.380497276100309
372,30.0,1.0,18.0,1.0,0.0,0.0,2.0,2.0048789083564533
373,34.0,2.0,1.0,1.0,1.0,1.0,1.0,3.764432249735802
374,27.0,2.0,20.0,0.0,0.0,0.0,0.0,3.84743380468214
375,29.0,4.0,16.0,1.0,1.0,0.0,2.0,4.964552136320198
376,26.0,4.0,14.0,1.0,0.0,1.0,0.0,5.725864167784189
377,34.0,3.0,9.0,0.0,1.0,0.0,1.0,1.9795463715654384
378,30.0,3.0,14.0,0.0,1.0,0.0,2.0,5.460568908623536
379,35.0,4.0,23.0,1.0,0.0,0.0,1.0,8.528081662468331
380,33.0,4.0,10.0,0.0,1.0,0.0,1.0,3.7024849608625665
381,20.0,3.0,9.0,0.0,1.0,0.0,1.0,3.5117213720490357
382,26.0,2.0,12.0,0.0,0.0,0.0,1.0,3.6238636791774854
383,24.0,4.0,12.0,0.0,0.0,1.0,1.0,5.906809826367157
384,22.0,3.0,8.0,0.0,0.0,1.0,2.0,4.233590509675814
385,31.0,3.0,16.0,0.0,0.0,1.0,1.0,5.290005861196181
386,32.0,3.0,18.0,1.0,0.0,0.0,1.0,6.0163534959348475
387,35.0,2.0,19.0,0.0,0.0,1.0,1.0,6.149729199511944
388,32.0,2.0,9.0,0.0,0.0,1.0,1.0,3.2610830876053867
389,31.0,3.0,8.0,0.0,1.0,0.0,2.0,2.53078816825336
390,23.0,3.0,15.0,0.0,1.0,1.0,1.0,5.925224886997631
391,27.0,4.0,20.0,0.0,0.0,0.0,1.0,5.487270454135528
392,30.0,4.0,13.0,1.0,1.0,0.0,1.0,4.052574390485114
393,29.0,5.0,12.0,0.0,1.0,0.0,1.0,4.473607604797194
394,24.0,4.0,19.0,1.0,0.0,1.0,1.0,7.852108745061145
395,29.0,1.0,14.0,0.0,1.0,1.0,1.0,3.9377738035296526
396,28.0,3.0,17.0,0.0,0.0,0.0,2.0,4.8196444617119685
397,31.0,2.0,7.0,0.0,0.0,1.0,1.0,2.7384236483688373
398,24.0,4.0,9.0,0.0,1.0,1.0,1.0,5.824580215003958
399,37.0,5.0,15.0,0.0,0.0,0.0,1.0,6.763232361143203
