,idade,dias_semana,horas_semana,grupo_estudos,ic,trabalho_TI,periodo_trabalho,media_final
363,35.0,4.0,7.0,0.0,1.0,0.0,1.0,4.907332757790557
364,33.0,6.0,15.0,0.0,1.0,0.0,1.0,8.110662095575806
365,27.0,5.0,16.0,1.0,0.0,0.0,1.0,6.452283085284896
366,32.0,4.0,16.0,1.0,1.0,0.0,1.0,5.907345729563339
367,21.0,5.0,16.0,0.0,0.0,0.0,1.0,6.334496465273951
368,29.0,7.0,17.0,1.0,0.0,1.0,1.0,9.322489097138831
369,34.0,3.0,18.0,1.0,1.0,0.0,1.0,4.146795743463848
370,34.0,3.0,11.0,1.0,0.0,0.0,1.0,4.5435847185087965
371,33.0,4.0,12.0,0.0,0.0,0.0,1.0,4.584494530831027
372,33.0,4.0,20.0,0.0,0.0,1.0,1.0,5.588719927277274
373,27.0,4.0,13.0,0.0,1.0,0.0,0.0,5.103518639563525
374,24.0,3.0,21.0,0.0,1.0,0.0,0.0,3.832262007521459
375,17.0,5.0,9.0,0.0,0.0,0.0,0.0,6.285787539055088
376,27.0,4.0,8.0,0.0,1.0,0.0,1.0,4.763880222649347
377,32.0,2.0,6.0,0.0,1.0,1.0,1.0,2.5417697543868445
378,28.0,5.0,6.0,1.0,1.0,1.0,1.0,6.381201294034888
379,29.0,5.0,12.0,0.0,1.0,0.0,1.0,7.0844901696272595
380,32.0,5.0,22.0,1.0,1.0,0.0,2.0,6.10517683062812
381,28.0,6.0,23.0,0.0,0.0,0.0,1.0,7.768169869461021
382,26.0,5.0,10.0,0.0,0.0,1.0,1.0,6.523183896439631
383,36.0,4.0,17.0,0.0,0.0,0.0,1.0,3.9336865751468633
384,28.0,3.0,19.0,1.0,0.0,1.0,1.0,4.157241612007537
385,32.0,2.0,15.0,1.0,1.0,0.0,2.0,2.85634536698144
386,32.0,4.0,10.0,0.0,1.0,1.0,2.0,4.954919490767674
387,33.0,4.0,5.0,0.0,1.0,0.0,1.0,5.27087449178101
388,27.0,3.0,17.0,0.0,1.0,0.0,1.0,3.669316681017479
389,34.0,5.0,18.0,1.0,1.0,0.0,1.0,6.525718117677341
390,26.0,5.0,15.0,1.0,0.0,0.0,1.0,7.033003984656233
391,34.0,4.0,20.0,0.0,0.0,0.0,1.0,4.934816578297791
392,26.0,4.0,20.0,0.0,1.0,0.0,0.0,4.286390963620319
393,33.0,4.0,8.0,0.0,0.0,1.0,1.0,4.387048206281479
394,28.0,5.0,11.0,0.0,0.0,1.0,2.0,5.861094440911396
395,40.0,3.0,16.0,0.0,1.0,0.0,1.0,4.036368622658747
396,32.0,3.0,18.0,1.0,0.0,0.0,1.0,3.88711197650667
397,30.0,6.0,22.0,0.0,0.0,0.0,1.0,7.0646297823399165
398,30.0,4.0,9.0,1.0,0.0,0.0,2.0,4.6364226310092675
399,31.0,5.0,20.0,1.0,0.0,1.0,1.0,6.338268644297178
400,26.0,4.0,15.0,0.0,0.0,0.0,1.0,5.123111018897882
401,28.0,4.0,14.0,1.0,0.0,0.0,1.0,5.392249788762307
402,24.0,6.0,19.0,0.0,1.0,0.0,1.0,7.3615057206398795
403,31.0,5.0,13.0,1.0,0.0,0.0,1.0,6.325273627546086
404,32.0,4.0,21.0,1.0,1.0,0.0,1.0,5.386438164287261
405,28.0,3.0,11.0,1.0,1.0,1.0,1.0,4.295155827598969
406,23.0,4.0,8.0,1.0,0.0,0.0,1.0,5.558009852814578
407,35.0,3.0,16.0,0.0,1.0,1.0,1.0,3.0494882665140386
408,32.0,5.0,15.0,1.0,1.0,1.0,1.0,6.24780794603873
409,42.0,4.0,16.0,1.0,0.0,0.0,1.0,5.260458581043909
410,34.0,4.0,17.0,1.0,1.0,0.0,1.0,5.373957333702479
411,26.0,6.0,17.0,1.0,1.0,0.0,1.0,7.955670247725131
412,34.0,3.0,15.0,1.0,1.0,0.0,0.0,4.007538579805963
413,27.0,4.0,13.0,1.0,0.0,0.0,1.0,5.612430570276566
414,32.0,4.0,20.0,0.0,1.0,0.0,2.0,5.513421250509252
415,29.0,5.0,18.0,0.0,1.0,0.0,1.0,6.455898084157657
416,26.0,3.0,14.0,1.0,1.0,0.0,1.0,4.32244337358556
417,21.0,3.0,12.0,1.0,1.0,1.0,1.0,3.6901434146361325
418,32.0,4.0,14.0,1.0,0.0,0.0,1.0,5.490649058745325
419,35.0,4.0,15.0,1.0,0.0,1.0,1.0,5.799795726977104
420,30.0,2.0,11.0,1.0,0.0,0.0,0.0,2.774155299339499
421,24.0,5.0,23.0,1.0,1.0,0.0,1.0,6.716888410344265
422,36.0,5.0,14.0,1.0,1.0,1.0,1.0,7.241075582173254
423,24.0,5.0,16.0,0.0,1.0,1.0,1.0,5.484475229159334
424,33.0,3.0,14.0,1.0,0.0,1.0,1.0,4.193037480972468
425,23.0,4.0,14.0,0.0,1.0,1.0,1.0,5.2353552205022895
426,35.0,5.0,13.0,0.0,0.0,0.0,2.0,5.757521785410397
427,31.0,5.0,14.0,0.0,0.0,0.0,2.0,6.991861938279146
428,33.0,5.0,17.0,0.0,1.0,1.0,1.0,5.786337125861809
429,30.0,5.0,15.0,1.0,0.0,1.0,2.0,6.492246161756607
430,33.0,4.0,8.0,0.0,1.0,0.0,1.0,5.354732351616224
431,31.0,5.0,18.0,0.0,0.0,0.0,0.0,6.774681446941292
432,33.0,5.0,17.0,0.0,1.0,0.0,1.0,5.646150570166435
433,29.0,3.0,16.0,1.0,0.0,0.0,1.0,4.014730557265699
434,23.0,5.0,12.0,0.0,0.0,0.0,2.0,5.980193888644681
435,32.0,5.0,12.0,0.0,0.0,1.0,1.0,5.837034080806254
436,33.0,4.0,13.0,0.0,1.0,1.0,1.0,4.319068200603904
437,30.0,4.0,15.0,0.0,1.0,1.0,0.0,4.610093916494855
438,28.0,6.0,22.0,0.0,0.0,1.0,1.0,7.6042051229837675
439,35.0,4.0,9.0,0.0,1.0,0.0,1.0,4.205027286261299
440,27.0,4.0,12.0,1.0,0.0,1.0,0.0,5.796065750102057
441,27.0,4.0,14.0,1.0,0.0,1.0,0.0,4.873062360002118
442,20.0,5.0,17.0,0.0,0.0,0.0,0.0,6.303913208202318
443,34.0,3.0,18.0,0.0,1.0,0.0,1.0,3.188420168002368
444,23.0,2.0,18.0,1.0,0.0,0.0,2.0,2.7431681709260114
445,30.0,5.0,16.0,0.0,1.0,0.0,1.0,5.726080106131083
446,26.0,4.0,13.0,0.0,1.0,1.0,0.0,5.367768624574039
447,31.0,3.0,10.0,1.0,0.0,0.0,1.0,3.5440179693812284
448,22.0,6.0,16.0,0.0,1.0,1.0,1.0,7.499057768935952
449,33.0,5.0,17.0,0.0,0.0,0.0,1.0,6.617871148669114
450,37.0,3.0,12.0,1.0,1.0,0.0,1.0,4.424868269437876
451,31.0,5.0,12.0,1.0,1.0,0.0,1.0,6.79049954184612
452,30.0,3.0,12.0,0.0,0.0,1.0,1.0,3.893014869411233
453,27.0,2.0,21.0,0.0,0.0,0.0,0.0,2.7678685417568527
454,29.0,3.0,15.0,0.0,1.0,0.0,1.0,4.177850665206653
455,28.0,2.0,16.0,0.0,1.0,0.0,1.0,2.6135348440587483
456,38.0,4.0,19.0,0.0,0.0,1.0,1.0,4.584040860574078
457,29.0,4.0,14.0,1.0,1.0,1.0,1.0,5.70644399771117
458,26.0,3.0,16.0,1.0,1.0,0.0,1.0,3.2790901028429777
459,33.0,5.0,16.0,0.0,0.0,1.0,1.0,5.63484716858093
460,25.0,4.0,16.0,0.0,0.0,0.0,1.0,4.381074988067029
461,28.0,5.0,13.0,0.0,1.0,1.0,1.0,7.033518735013729
462,35.0,5.0,15.0,0.0,1.0,1.0,1.0,6.153132305286952
463,26.0,5.0,14.0,1.0,0.0,1.0,2.0,5.989514482445637
464,24.0,3.0,15.0,1.0,1.0,0.0,1.0,3.5534511210927686
465,30.0,5.0,13.0,0.0,0.0,0.0,1.0,6.967994319371604
466,29.0,6.0,13.0,1.0,0.0,0.0,2.0,7.600247163308385
467,27.0,4.0,14.0,0.0,0.0,0.0,1.0,4.338896996794404
468,31.0,5.0,13.0,0.0,0.0,0.0,0.0,6.038747736967486
469,28.0,5.0,11.0,0.0,0.0,0.0,0.0,6.810563976070996
470,31.0,4.0,11.0,0.0,0.0,0.0,1.0,4.496319281061124
471,31.0,4.0,16.0,1.0,1.0,0.0,2.0,5.058278043646558
472,31.0,5.0,14.0,0.0,1.0,1.0,1.0,6.045338715141481
473,36.0,2.0,24.0,0.0,0.0,0.0,1.0,2.1355284355337365
474,27.0,4.0,12.0,0.0,0.0,0.0,1.0,4.133444682094561
475,30.0,5.0,19.0,0.0,0.0,0.0,1.0,6.28303208690118
476,29.0,4.0,17.0,1.0,0.0,0.0,1.0,5.5710389926685515
477,25.0,5.0,7.0,0.0,1.0,1.0,2.0,6.755047527312377
478,25.0,4.0,12.0,0.0,0.0,1.0,2.0,5.633932009737871
479,28.0,5.0,15.0,1.0,0.0,0.0,1.0,6.993619468149664
480,30.0,4.0,13.0,1.0,0.0,0.0,2.0,5.749600535118027
481,33.0,4.0,17.0,0.0,0.0,1.0,1.0,5.261784346893453
482,22.0,5.0,14.0,0.0,1.0,1.0,0.0,7.144466737331868
483,25.0,4.0,14.0,1.0,0.0,1.0,2.0,5.609824199120132
484,27.0,3.0,10.0,0.0,0.0,0.0,1.0,3.447839055382727
485,32.0,3.0,12.0,1.0,0.0,1.0,1.0,4.285260396888461
486,30.0,3.0,9.0,0.0,1.0,0.0,2.0,3.935016144474294
487,30.0,3.0,18.0,0.0,1.0,0.0,0.0,2.7784190901615022
488,27.0,3.0,9.0,0.0,1.0,0.0,1.0,4.102453930446705
489,30.0,4.0,13.0,1.0,0.0,0.0,0.0,4.952264980039854
490,27.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0682390093637917
491,26.0,4.0,13.0,0.0,1.0,0.0,1.0,4.46661900936758
492,32.0,3.0,13.0,0.0,0.0,1.0,0.0,3.8556928404630106
493,31.0,6.0,12.0,1.0,0.0,0.0,1.0,8.513389218184242
494,24.0,3.0,13.0,0.0,1.0,0.0,2.0,4.267468697393553
495,31.0,5.0,18.0,0.0,1.0,0.0,1.0,7.034711985335193
496,30.0,3.0,13.0,0.0,1.0,0.0,0.0,4.015270287229007
497,25.0,5.0,12.0,1.0,0.0,0.0,1.0,7.268784818914243
498,33.0,5.0,19.0,1.0,0.0,0.0,1.0,6.291085321450673
499,37.0,3.0,19.0,1.0,0.0,0.0,1.0,3.9601095771329273
500,29.0,3.0,18.0,0.0,0.0,1.0,0.0,3.820281924378153
501,24.0,6.0,18.0,0.0,0.0,0.0,1.0,7.373462980386883
502,40.0,4.0,14.0,0.0,0.0,0.0,0.0,5.073355320776818
503,29.0,4.0,16.0,1.0,0.0,1.0,1.0,4.982874885370607
504,26.0,3.0,15.0,0.0,0.0,0.0,1.0,2.92581888768484
505,28.0,4.0,11.0,1.0,0.0,0.0,1.0,5.430158596787278
506,26.0,5.0,19.0,0.0,1.0,0.0,1.0,6.345739569737379
507,31.0,4.0,15.0,1.0,1.0,0.0,1.0,5.696279085459482
508,23.0,4.0,12.0,0.0,0.0,0.0,1.0,4.293362500605335
509,29.0,4.0,13.0,1.0,0.0,0.0,0.0,5.654314926764255
510,30.0,5.0,11.0,0.0,0.0,1.0,1.0,5.785765284097544
511,28.0,5.0,11.0,1.0,1.0,0.0,1.0,7.121721853200232
512,30.0,5.0,11.0,1.0,0.0,0.0,1.0,7.355262505739564
513,31.0,4.0,16.0,0.0,0.0,0.0,1.0,5.434787499902038
514,31.0,3.0,15.0,1.0,0.0,1.0,1.0,3.810678776009243
515,32.0,3.0,12.0,1.0,1.0,0.0,0.0,4.382129651529986
516,30.0,4.0,22.0,1.0,1.0,1.0,1.0,5.277990742990645
517,33.0,3.0,16.0,1.0,1.0,1.0,1.0,3.382188108624927
518,29.0,4.0,22.0,1.0,0.0,1.0,0.0,5.408983918164415
519,39.0,3.0,18.0,0.0,1.0,1.0,2.0,3.6485217122140474
520,26.0,4.0,18.0,1.0,0.0,0.0,2.0,5.29322442370745
521,31.0,4.0,14.0,0.0,0.0,0.0,1.0,4.793969279368327
522,23.0,3.0,19.0,0.0,0.0,0.0,1.0,3.1848447245864917
523,29.0,5.0,10.0,0.0,0.0,0.0,2.0,5.878755705131908
524,24.0,4.0,15.0,0.0,1.0,1.0,1.0,4.914525600355246
525,29.0,5.0,18.0,0.0,1.0,1.0,1.0,6.173951024901664
526,28.0,3.0,21.0,0.0,1.0,0.0,2.0,3.9945433664330072
527,28.0,4.0,15.0,0.0,0.0,0.0,1.0,5.679135558635542
528,31.0,6.0,17.0,0.0,0.0,0.0,1.0,8.179499049413023
529,24.0,4.0,20.0,1.0,0.0,0.0,0.0,4.508590349945939
530,33.0,4.0,14.0,1.0,0.0,0.0,0.0,5.739918939167932
531,33.0,5.0,18.0,0.0,1.0,0.0,1.0,6.39270333935853
532,26.0,6.0,13.0,0.0,0.0,0.0,1.0,7.188763031220229
533,32.0,3.0,17.0,0.0,0.0,0.0,2.0,3.6328541015380753
534,24.0,5.0,8.0,0.0,1.0,0.0,1.0,6.057441317556204
535,30.0,4.0,8.0,0.0,1.0,0.0,1.0,5.567660618468334
536,31.0,3.0,15.0,0.0,1.0,1.0,1.0,3.535134848705227
537,24.0,2.0,15.0,1.0,1.0,1.0,1.0,2.650361731525092
538,26.0,4.0,11.0,1.0,1.0,1.0,1.0,5.275365542809354
539,35.0,3.0,17.0,1.0,0.0,0.0,0.0,4.344982700114029
540,21.0,6.0,12.0,0.0,0.0,1.0,0.0,7.600754284347206
541,34.0,4.0,6.0,1.0,1.0,1.0,1.0,4.936534164442581
542,26.0,3.0,16.0,0.0,1.0,0.0,2.0,2.9359972297352916
543,33.0,4.0,18.0,1.0,0.0,0.0,1.0,5.1696497939159975
544,27.0,5.0,20.0,0.0,0.0,1.0,1.0,6.025824040174445
545,29.0,3.0,7.0,1.0,1.0,0.0,1.0,4.256721967516619
546,30.0,5.0,21.0,1.0,0.0,1.0,0.0,6.6777708498057065
547,29.0,7.0,12.0,1.0,0.0,0.0,1.0,9.352145651422374
548,32.0,4.0,8.0,1.0,1.0,0.0,1.0,4.627642117261264
549,31.0,5.0,19.0,0.0,0.0,1.0,1.0,5.87005688721472
550,31.0,3.0,14.0,0.0,1.0,1.0,1.0,3.8489932273309337
551,23.0,3.0,17.0,0.0,0.0,1.0,1.0,4.1136950068635905
552,42.0,5.0,14.0,0.0,1.0,0.0,1.0,6.664777090092584
553,29.0,4.0,22.0,0.0,1.0,1.0,2.0,5.160977871731554
554,33.0,4.0,14.0,1.0,0.0,0.0,1.0,5.312052035017177
555,29.0,3.0,12.0,0.0,0.0,1.0,1.0,3.5196148260762024
556,36.0,5.0,11.0,1.0,0.0,0.0,1.0,6.648855291284912
557,31.0,4.0,11.0,0.0,0.0,0.0,1.0,5.392900445779791
558,25.0,5.0,13.0,1.0,1.0,0.0,1.0,6.259278638956636
559,26.0,5.0,20.0,0.0,0.0,1.0,1.0,5.913756840523267
560,25.0,4.0,20.0,0.0,0.0,1.0,0.0,4.766642626665784
561,30.0,5.0,24.0,1.0,0.0,0.0,1.0,6.8371546375298236
562,32.0,4.0,13.0,0.0,0.0,0.0,1.0,4.2182397162238345
563,35.0,4.0,20.0,0.0,0.0,0.0,1.0,5.111763603716495
564,24.0,6.0,15.0,1.0,0.0,0.0,1.0,7.921842105958076
565,30.0,4.0,12.0,0.0,1.0,1.0,1.0,5.685673154587097
566,35.0,3.0,1.0,1.0,0.0,0.0,1.0,3.2887990108877734
567,34.0,5.0,10.0,0.0,1.0,0.0,0.0,5.789567938625034
568,33.0,5.0,12.0,1.0,1.0,1.0,1.0,5.948430616085177
569,24.0,3.0,20.0,0.0,1.0,0.0,0.0,3.6848948284592273
570,28.0,3.0,17.0,0.0,1.0,1.0,0.0,3.3194257131068152
571,26.0,5.0,12.0,0.0,0.0,1.0,1.0,6.934914083830702
572,31.0,4.0,11.0,0.0,0.0,0.0,0.0,4.960478650892587
573,34.0,4.0,11.0,0.0,1.0,0.0,1.0,4.982743704858741
574,24.0,2.0,11.0,0.0,0.0,0.0,0.0,1.6575727536635223
575,22.0,4.0,17.0,1.0,0.0,1.0,1.0,4.4822741946308415
576,31.0,5.0,14.0,1.0,1.0,0.0,0.0,6.86911962475841
577,20.0,4.0,15.0,0.0,0.0,0.0,1.0,5.516675313938458
578,29.0,5.0,14.0,1.0,0.0,1.0,1.0,6.006097849660756
579,29.0,4.0,19.0,0.0,0.0,0.0,1.0,4.269093774143891
580,29.0,3.0,14.0,1.0,0.0,1.0,0.0,4.423124990367425
581,38.0,4.0,13.0,0.0,1.0,1.0,1.0,4.599064442572865
582,30.0,4.0,10.0,0.0,0.0,0.0,2.0,4.389779091811249
583,35.0,5.0,17.0,1.0,1.0,0.0,1.0,7.0983214441116775
584,27.0,4.0,13.0,1.0,1.0,0.0,1.0,5.572654641851365
585,37.0,5.0,16.0,0.0,0.0,0.0,2.0,6.66620984537067
586,31.0,6.0,20.0,1.0,0.0,1.0,1.0,7.798707580346649
587,29.0,5.0,18.0,0.0,0.0,0.0,1.0,6.256819917320657
588,29.0,4.0,18.0,0.0,1.0,0.0,0.0,5.427032597069538
589,25.0,3.0,13.0,0.0,1.0,0.0,1.0,3.938695306298211
590,27.0,4.0,14.0,0.0,0.0,0.0,1.0,5.1993498377728695
591,30.0,5.0,20.0,0.0,0.0,0.0,1.0,5.889210649047363
592,33.0,4.0,11.0,1.0,1.0,0.0,0.0,5.102558513734967
593,26.0,4.0,7.0,1.0,0.0,1.0,1.0,5.537581550032541
594,39.0,4.0,13.0,1.0,0.0,0.0,1.0,5.971194054334472
595,36.0,4.0,16.0,0.0,1.0,0.0,0.0,4.960315606440839
596,26.0,5.0,15.0,1.0,0.0,0.0,1.0,5.98368070497798
597,27.0,4.0,13.0,0.0,1.0,0.0,1.0,5.679965965140183
598,33.0,4.0,20.0,0.0,0.0,0.0,1.0,4.909243222958381
599,33.0,3.0,12.0,1.0,0.0,0.0,1.0,4.308967963591606
600,26.0,4.0,7.0,1.0,0.0,0.0,1.0,5.426821458854513
601,28.0,3.0,20.0,0.0,0.0,1.0,2.0,2.7931297929504666
602,34.0,4.0,12.0,0.0,0.0,0.0,0.0,5.027798235158787
603,28.0,5.0,13.0,0.0,1.0,0.0,1.0,6.296213732300176
604,28.0,5.0,13.0,1.0,0.0,0.0,1.0,6.51815222418052
605,30.0,3.0,13.0,1.0,1.0,0.0,1.0,3.7773181632910977
606,25.0,3.0,19.0,0.0,0.0,0.0,2.0,3.7776381956848812
607,35.0,4.0,11.0,0.0,0.0,1.0,1.0,5.309900830455224
608,30.0,4.0,11.0,0.0,0.0,1.0,1.0,4.751711507255881
609,32.0,5.0,21.0,1.0,0.0,0.0,1.0,6.170683238156329
610,26.0,3.0,11.0,1.0,1.0,1.0,1.0,4.048545067634851
611,36.0,4.0,19.0,1.0,1.0,0.0,0.0,4.522971819386205
612,32.0,5.0,12.0,0.0,1.0,0.0,1.0,6.919658184509446
613,31.0,4.0,15.0,0.0,0.0,0.0,1.0,5.540207192767736
614,34.0,3.0,10.0,0.0,1.0,0.0,1.0,4.164681239900393
615,28.0,6.0,11.0,0.0,1.0,0.0,2.0,7.753193803337113
616,28.0,4.0,15.0,1.0,0.0,0.0,2.0,5.826679101034865
617,34.0,4.0,17.0,0.0,1.0,0.0,1.0,4.477661048707617
618,32.0,4.0,16.0,1.0,0.0,0.0,1.0,5.04509058434369
619,31.0,5.0,15.0,1.0,0.0,0.0,1.0,6.125816143606992
620,26.0,4.0,15.0,0.0,0.0,1.0,1.0,5.02778895666108
621,29.0,5.0,18.0,1.0,0.0,1.0,1.0,6.684430883248014
622,31.0,6.0,23.0,1.0,0.0,0.0,1.0,7.406483774177204
623,26.0,4.0,19.0,1.0,1.0,0.0,1.0,4.513537624146685
624,34.0,5.0,12.0,0.0,1.0,0.0,1.0,6.015801919571304
625,27.0,6.0,18.0,0.0,0.0,1.0,1.0,8.588441603882504
626,27.0,4.0,18.0,1.0,1.0,0.0,1.0,4.8169815855780795
627,33.0,4.0,8.0,0.0,0.0,0.0,1.0,4.819603725522408
628,26.0,4.0,16.0,0.0,0.0,0.0,1.0,5.303117175904178
629,28.0,4.0,22.0,0.0,1.0,0.0,1.0,4.37605411941546
630,30.0,4.0,7.0,0.0,1.0,0.0,1.0,5.410534147700314
631,30.0,4.0,15.0,0.0,1.0,0.0,1.0,5.064888850794112
632,36.0,3.0,7.0,0.0,0.0,1.0,1.0,3.7639809415036303
633,36.0,5.0,12.0,1.0,0.0,0.0,2.0,6.900666860654284
634,34.0,3.0,12.0,0.0,0.0,1.0,1.0,3.5608992766447125
635,35.0,5.0,13.0,1.0,1.0,0.0,0.0,6.503035465669377
636,25.0,5.0,12.0,0.0,1.0,0.0,1.0,7.125345965224341
637,20.0,4.0,13.0,1.0,1.0,0.0,1.0,4.707168822538606
638,34.0,4.0,25.0,1.0,1.0,1.0,1.0,4.745187810241873
639,34.0,3.0,12.0,1.0,0.0,1.0,1.0,4.343984273321446
640,30.0,5.0,9.0,1.0,1.0,0.0,1.0,6.42925643579369
641,30.0,3.0,11.0,0.0,1.0,0.0,2.0,3.395766364285288
642,26.0,6.0,10.0,0.0,0.0,0.0,1.0,7.458588978011609
643,17.0,2.0,17.0,1.0,0.0,0.0,1.0,1.9708252143591354
644,30.0,5.0,13.0,1.0,1.0,1.0,2.0,6.392295635234258
645,28.0,3.0,15.0,0.0,1.0,1.0,1.0,3.855459820247476
646,29.0,5.0,10.0,0.0,1.0,1.0,1.0,6.009500281243593
647,24.0,4.0,10.0,1.0,0.0,1.0,0.0,4.476245065894327
648,31.0,4.0,12.0,1.0,0.0,1.0,1.0,4.698058586905425
649,36.0,4.0,20.0,0.0,0.0,0.0,1.0,4.423365550518522
650,33.0,6.0,10.0,0.0,1.0,1.0,0.0,8.09874891157737
651,32.0,4.0,16.0,0.0,0.0,0.0,1.0,5.406432623500236
652,19.0,4.0,18.0,0.0,1.0,0.0,0.0,4.223653563358337
653,28.0,4.0,14.0,0.0,1.0,0.0,1.0,5.176732811804291
654,33.0,4.0,20.0,0.0,0.0,0.0,1.0,4.497606169702014
655,27.0,4.0,20.0,0.0,1.0,0.0,1.0,5.750096271288024
656,29.0,5.0,18.0,1.0,1.0,1.0,1.0,6.001739067845882
657,36.0,4.0,12.0,0.0,1.0,1.0,0.0,5.030333072793123
658,29.0,5.0,25.0,1.0,0.0,1.0,1.0,6.155332237870584
659,32.0,4.0,8.0,0.0,0.0,0.0,1.0,5.307656009641215
660,33.0,3.0,18.0,1.0,1.0,1.0,0.0,3.3726477213627044
661,25.0,3.0,17.0,1.0,1.0,1.0,2.0,3.9513287125728835
662,29.0,3.0,18.0,1.0,0.0,0.0,1.0,3.477727502405031
663,34.0,3.0,13.0,0.0,0.0,0.0,2.0,3.3037631892907533
664,33.0,4.0,13.0,1.0,0.0,0.0,1.0,5.746870196601955
665,28.0,5.0,9.0,0.0,0.0,0.0,0.0,6.081843681572627
666,34.0,5.0,13.0,0.0,0.0,0.0,2.0,7.232745371074586
667,31.0,4.0,17.0,0.0,0.0,0.0,1.0,5.570796949037741
668,36.0,5.0,7.0,0.0,0.0,0.0,0.0,6.397780531041685
669,21.0,5.0,17.0,1.0,0.0,0.0,1.0,6.015873850331014
670,29.0,4.0,15.0,0.0,1.0,0.0,1.0,4.560712516610961
671,31.0,4.0,14.0,1.0,1.0,1.0,1.0,4.7781397638465934
672,32.0,4.0,17.0,0.0,0.0,0.0,1.0,5.241022788062018
673,25.0,4.0,16.0,1.0,0.0,1.0,1.0,5.583951187900908
674,33.0,3.0,18.0,1.0,1.0,0.0,2.0,4.671199142161849
675,33.0,4.0,16.0,0.0,1.0,0.0,1.0,4.750507682798715
676,29.0,6.0,19.0,0.0,0.0,0.0,0.0,7.827645918474447
677,32.0,3.0,20.0,0.0,0.0,0.0,0.0,3.2704125809048388
678,34.0,3.0,7.0,1.0,1.0,1.0,1.0,4.12604668337735
679,41.0,5.0,15.0,0.0,0.0,1.0,1.0,6.694842283133127
680,26.0,5.0,17.0,1.0,0.0,0.0,0.0,6.072723680577677
681,32.0,5.0,14.0,0.0,0.0,0.0,1.0,6.046105475649086
682,33.0,4.0,19.0,1.0,0.0,1.0,0.0,4.750681674823929
683,30.0,5.0,13.0,0.0,0.0,0.0,0.0,5.972123249050553
684,33.0,3.0,9.0,0.0,0.0,1.0,1.0,3.773527318008888
685,29.0,6.0,16.0,0.0,0.0,1.0,0.0,7.840284016491518
686,31.0,4.0,19.0,1.0,0.0,0.0,1.0,4.778171031468517
687,35.0,4.0,7.0,0.0,0.0,0.0,0.0,4.423742434324481
688,34.0,5.0,7.0,1.0,1.0,1.0,0.0,6.5604614373936725
689,34.0,4.0,17.0,0.0,0.0,0.0,1.0,4.613229719246391
690,26.0,4.0,13.0,0.0,0.0,0.0,1.0,4.005809863561235
691,26.0,4.0,9.0,0.0,0.0,0.0,1.0,4.345812280639869
692,30.0,2.0,14.0,0.0,1.0,1.0,1.0,1.5933649449746428
693,30.0,3.0,10.0,1.0,0.0,0.0,1.0,4.195122580318517
694,29.0,4.0,18.0,1.0,0.0,0.0,1.0,5.6670878938683575
695,26.0,5.0,18.0,0.0,0.0,1.0,0.0,5.825538125917399
696,26.0,5.0,22.0,0.0,0.0,0.0,1.0,5.923908961659533
697,32.0,5.0,7.0,0.0,0.0,0.0,1.0,6.403052498699026
698,32.0,3.0,6.0,0.0,0.0,0.0,2.0,4.221118537139143
699,37.0,6.0,12.0,0.0,1.0,1.0,1.0,7.496254480435002
700,31.0,6.0,18.0,0.0,0.0,1.0,1.0,7.308475061573539
701,34.0,3.0,14.0,1.0,1.0,0.0,1.0,4.002903343814728
702,35.0,4.0,18.0,1.0,1.0,1.0,1.0,5.089217786297055
703,38.0,4.0,11.0,1.0,0.0,0.0,1.0,4.781380073099516
704,25.0,5.0,11.0,0.0,0.0,0.0,1.0,6.121415159791278
705,33.0,3.0,13.0,0.0,0.0,0.0,1.0,3.2746672344201584
706,33.0,4.0,10.0,1.0,0.0,0.0,1.0,4.628806584558147
707,25.0,3.0,17.0,0.0,1.0,1.0,1.0,3.8171571840571614
708,30.0,4.0,11.0,0.0,0.0,0.0,0.0,5.409918178543194
709,27.0,3.0,23.0,1.0,1.0,0.0,0.0,3.481315043455469
710,30.0,3.0,12.0,0.0,0.0,1.0,1.0,3.3929596543400398
711,31.0,6.0,17.0,0.0,1.0,0.0,2.0,7.343097184254001
712,30.0,4.0,16.0,0.0,0.0,1.0,1.0,4.461678547781173
713,32.0,4.0,16.0,0.0,0.0,0.0,0.0,5.423832338855088
714,41.0,4.0,19.0,1.0,0.0,0.0,0.0,4.683354041559802
715,31.0,1.0,10.0,0.0,0.0,1.0,2.0,1.26806808721211
716,31.0,6.0,16.0,1.0,0.0,1.0,1.0,8.25609845079919
717,30.0,3.0,11.0,0.0,1.0,0.0,2.0,3.809574092185529
718,23.0,4.0,16.0,0.0,0.0,0.0,0.0,4.383397790506273
719,31.0,4.0,18.0,1.0,0.0,1.0,1.0,5.013313452076505
720,36.0,4.0,11.0,1.0,0.0,0.0,1.0,5.810755779666271
721,31.0,4.0,16.0,0.0,1.0,1.0,0.0,4.798843260278873
722,33.0,6.0,8.0,0.0,0.0,0.0,1.0,8.33314999041475
723,31.0,5.0,16.0,0.0,0.0,0.0,1.0,6.605031801767115
724,29.0,5.0,17.0,1.0,1.0,0.0,1.0,6.027258387416186
725,22.0,4.0,13.0,0.0,0.0,0.0,0.0,4.655600747492222
726,28.0,5.0,17.0,1.0,1.0,1.0,1.0,6.109854756017571
727,31.0,3.0,13.0,1.0,0.0,0.0,0.0,4.366186983937519
