idade,dias_semana,horas_semana,grupo_estudos,ic,trabalho_TI,periodo_trabalho,media_final
22.0,3.0,8.0,0.0,0.0,1.0,2.0,4.233590509675814
31.0,3.0,16.0,0.0,0.0,1.0,1.0,5.290005861196181
32.0,3.0,18.0,1.0,0.0,0.0,1.0,6.0163534959348475
35.0,2.0,19.0,0.0,0.0,1.0,1.0,6.149729199511944
32.0,2.0,9.0,0.0,0.0,1.0,1.0,3.2610830876053867
31.0,3.0,8.0,0.0,1.0,0.0,2.0,2.53078816825336
23.0,3.0,15.0,0.0,1.0,1.0,1.0,5.925224886997631
27.0,4.0,20.0,0.0,0.0,0.0,1.0,5.487270454135528
30.0,4.0,13.0,1.0,1.0,0.0,1.0,4.052574390485114
29.0,5.0,12.0,0.0,1.0,0.0,1.0,4.473607604797194
24.0,4.0,19.0,1.0,0.0,1.0,1.0,7.852108745061145
29.0,1.0,14.0,0.0,1.0,1.0,1.0,3.9377738035296526
28.0,3.0,17.0,0.0,0.0,0.0,2.0,4.8196444617119685
31.0,2.0,7.0,0.0,0.0,1.0,1.0,2.7384236483688373
24.0,4.0,9.0,0.0,1.0,1.0,1.0,5.824580215003958
37.0,5.0,15.0,0.0,0.0,0.0,1.0,6.763232361143203
